Economy,Economy Code,ISO Code,Region,Income Group,Report Year,Does the law prohibit discrimination in employment based on gender?,Score,Legal Basis,Length of paid maternity leave,Length of paid paternity leave,Shared days
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2017,Yes,1,"Labour Act, Sec. 14",84,0,0
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2018,Yes,1,"Labour Act, Sec. 14",84,0,0
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2019,Yes,1,"Labour Act, Sec. 14",84,0,0
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2020,Yes,1,"Labour Act, Sec. 14",84,0,0
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2021,Yes,1,"Labour Act, Sec. 14",84,0,0
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2022,Yes,1,"Labour Act, Sec. 14",84,0,0
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2023,Yes,1,"Labour Act, Sec. 14(e)",84,0,0
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2024,Yes,1,"Labour Act, Sec. 14(e)",84,0,0
Greece,GRC,GRC,High income: OECD,High income,2015,Yes,1,"Law No. 3896/2010, Art. 3",119,2,0
Greece,GRC,GRC,High income: OECD,High income,2016,Yes,1,"Law No. 3896/2010, Art. 3",119,2,0
Greece,GRC,GRC,High income: OECD,High income,2017,Yes,1,"Law No. 3896/2010, Art. 3",119,2,0
Greece,GRC,GRC,High income: OECD,High income,2018,Yes,1,"Law No. 3896/2010, Art. 3",119,2,0
Greece,GRC,GRC,High income: OECD,High income,2019,Yes,1,"Law No. 3896/2010, Art. 3",119,2,0
Greece,GRC,GRC,High income: OECD,High income,2020,Yes,1,"Law No. 3896/2010, Art. 3",119,2,0
Greece,GRC,GRC,High income: OECD,High income,2021,Yes,1,"Law No. 3896/2010, Art. 3",119,2,0
Greece,GRC,GRC,High income: OECD,High income,2022,Yes,1,"Law No. 3896/2010, Art. 3",119,18,0
Greece,GRC,GRC,High income: OECD,High income,2023,Yes,1,"Law No. 3896/2010, Art. 3",119,18,0
Greece,GRC,GRC,High income: OECD,High income,2024,Yes,1,"Individual Labor Code 2022, Art. 33 and 35",119,18,0
Grenada,GRD,GRD,Latin America & Caribbean,Upper middle income,2015,Yes,1,"Act No. 14 of 1999, Art. 26",90,0,0
Grenada,GRD,GRD,Latin America & Caribbean,Upper middle income,2016,Yes,1,"Act No. 14 of 1999, Art. 26",90,0,0
Grenada,GRD,GRD,Latin America & Caribbean,Upper middle income,2017,Yes,1,"Act No. 14 of 1999, Art. 26",90,0,0
Grenada,GRD,GRD,Latin America & Caribbean,Upper middle income,2018,Yes,1,"Act No. 14 of 1999, Art. 26",90,0,0
Grenada,GRD,GRD,Latin America & Caribbean,Upper middle income,2019,Yes,1,"Act No. 14 of 1999, Art. 26",90,0,0
Grenada,GRD,GRD,Latin America & Caribbean,Upper middle income,2020,Yes,1,"Act No. 14 of 1999, Art. 26",90,0,0
Grenada,GRD,GRD,Latin America & Caribbean,Upper middle income,2021,Yes,1,"Act No. 14 of 1999, Art. 26",90,0,0
Grenada,GRD,GRD,Latin America & Caribbean,Upper middle income,2022,Yes,1,"Act No. 14 of 1999, Art. 26",90,0,0
Grenada,GRD,GRD,Latin America & Caribbean,Upper middle income,2023,Yes,1,"Act No. 14 of 1999, Art. 26",90,0,0
Grenada,GRD,GRD,Latin America & Caribbean,Upper middle income,2024,Yes,1,"Act No. 14 of 1999, Art. 26",90,0,0
Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2015,No,0,No applicable provisions could be located,84,2,0
Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2016,No,0,No applicable provisions could be located,84,2,0
Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2017,No,0,No applicable provisions could be located,84,2,0
Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2018,No,0,No applicable provisions could be located,84,2,0
Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2019,No,0,No applicable provisions could be located,84,2,0
Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2020,No,0,No applicable provisions could be located,84,2,0
Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2021,No,0,No applicable provisions could be located,84,2,0
Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2022,No,0,No applicable provisions could be located,84,2,0
Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2023,No,0,No applicable provisions could be located,84,2,0
Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2024,No,0,No applicable provisions could be located,84,2,0
Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2015,Yes,1,"Code du Travail, Art. 4",98,0,0
Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2016,Yes,1,"Code du Travail, Art. 4",98,0,0
Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2017,Yes,1,"Code du Travail, Art. 4",98,0,0
Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2018,Yes,1,"Code du Travail, Art. 4",98,0,0
Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2019,Yes,1,"Code du Travail, Art. 4",98,0,0
Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2020,Yes,1,"Code du Travail, Art. 4",98,0,0
Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2021,Yes,1,"Code du Travail, Art. 4",98,0,0
Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2022,Yes,1,"Code du Travail, Art. 4",98,0,0
Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2023,Yes,1,"Code du Travail, Art. 4",98,0,0
Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2024,Yes,1,"Code du Travail, Art. 4",98,0,0
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2015,Yes,1,"Law No. 2 of 1986, Art. 20(2)(b)",60,0,0
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2016,Yes,1,"Law No. 2 of 1986, Art. 20(2)(b)",60,0,0
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2017,Yes,1,"Law No. 2 of 1986, Art. 20(2)(b)",60,0,0
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2018,Yes,1,"Law No. 2 of 1986, Art. 20(2)(b)",60,0,0
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2019,Yes,1,"Law No. 2 of 1986, Art. 20(2)(b)",60,0,0
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2020,Yes,1,"Law No. 2 of 1986, Art. 20(2)(b)",60,0,0
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2021,Yes,1,"Law No. 2 of 1986, Art. 20(2)(b)",60,0,0
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2022,Yes,1,"Law No. 2 of 1986, Art. 20(2)(b)",60,0,0
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2023,Yes,1,"Law No. 2 of 1986, Art. 20(2)(b)",90,15,0
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2024,Yes,1,"Law No. 7 of 2022, Art. 48",90,15,0
Guyana,GUY,GUY,Latin America & Caribbean,High income,2015,Yes,1,"Prevention of Discrimination Act, Secs. 4 and 5",91,0,0
Guyana,GUY,GUY,Latin America & Caribbean,High income,2016,Yes,1,"Prevention of Discrimination Act, Secs. 4 and 5",91,0,0
Guyana,GUY,GUY,Latin America & Caribbean,High income,2017,Yes,1,"Prevention of Discrimination Act, Secs. 4 and 5",91,0,0
Guyana,GUY,GUY,Latin America & Caribbean,High income,2018,Yes,1,"Prevention of Discrimination Act, Secs. 4 and 5",91,0,0
Guyana,GUY,GUY,Latin America & Caribbean,High income,2019,Yes,1,"Prevention of Discrimination Act, Secs. 4 and 5",91,0,0
Guyana,GUY,GUY,Latin America & Caribbean,High income,2020,Yes,1,"Prevention of Discrimination Act, Secs. 4 and 5",91,0,0
Guyana,GUY,GUY,Latin America & Caribbean,High income,2021,Yes,1,"Prevention of Discrimination Act, Secs. 4 and 5",91,0,0
Guyana,GUY,GUY,Latin America & Caribbean,High income,2022,Yes,1,"Prevention of Discrimination Act, Secs. 4 and 5",91,0,0
Guyana,GUY,GUY,Latin America & Caribbean,High income,2023,Yes,1,"Prevention of Discrimination Act, Secs. 4 and 5",91,0,0
Guyana,GUY,GUY,Latin America & Caribbean,High income,2024,Yes,1,"Prevention of Discrimination Act, Secs. 4 and 5",91,0,0
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2015,Yes,1,"Code du Travail, Art. 3",84,0,0
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2016,Yes,1,"Code du Travail, Art. 3",84,0,0
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2017,Yes,1,"Code du Travail, Art. 3",84,0,0
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2018,Yes,1,"Code du Travail, Art. 3",84,0,0
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2019,Yes,1,"Code du Travail, Art. 3",84,0,0
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2020,Yes,1,"Code du Travail, Art. 3",84,0,0
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2021,Yes,1,"Code du Travail, Art. 3",84,0,0
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2022,Yes,1,"Code du Travail, Art. 3",84,0,0
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2023,Yes,1,"Code du Travail, Art. 3",84,0,0
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2024,Yes,1,"Code du Travail, Art. 3",84,0,0
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2015,Yes,1,"Ley de Igualdad de Oportunidades para la Mujer, Art. 46",84,0,0
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2016,Yes,1,"Ley de Igualdad de Oportunidades para la Mujer, Art. 46",84,0,0
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2017,Yes,1,"Ley de Igualdad de Oportunidades para la Mujer, Art. 46",84,0,0
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2018,Yes,1,"Ley de Igualdad de Oportunidades para la Mujer, Art. 46",84,0,0
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2019,Yes,1,"Ley de Igualdad de Oportunidades para la Mujer, Art. 46",84,0,0
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2020,Yes,1,"Ley de Igualdad de Oportunidades para la Mujer, Art. 46",84,0,0
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2021,Yes,1,"Ley de Igualdad de Oportunidades para la Mujer, Art. 46",84,0,0
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2022,Yes,1,"Ley de Igualdad de Oportunidades para la Mujer, Art. 46",84,0,0
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2023,Yes,1,"Ley de Igualdad de Oportunidades para la Mujer, Art. 46",84,0,0
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2024,Yes,1,"Ley de Igualdad de Oportunidades para la Mujer, Art. 46",84,0,0
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2015,Yes,1,"Sex Discrimination Ordinance (Cap. 480), Part 3, Sec. 11",70,0,0
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2016,Yes,1,"Sex Discrimination Ordinance (Cap. 480), Part 3, Sec. 11",70,3,0
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2017,Yes,1,"Sex Discrimination Ordinance (Cap. 480), Part 3, Sec. 11",70,3,0
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2018,Yes,1,"Sex Discrimination Ordinance (Cap. 480), Part 3, Sec. 11",70,3,0
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2019,Yes,1,"Sex Discrimination Ordinance (Cap. 480), Part 3, Sec. 11",70,3,0
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2020,Yes,1,"Sex Discrimination Ordinance (Cap. 480), Part 3, Sec. 11",70,7,0
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2021,Yes,1,"Sex Discrimination Ordinance (Cap. 480), Part 3, Sec. 11",70,7,0
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2022,Yes,1,"Sex Discrimination Ordinance (Cap. 480), Part 3, Sec. 11",98,7,0
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2023,Yes,1,"Sex Discrimination Ordinance (Cap. 480), Part 3, Sec. 11",98,7,0
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2024,Yes,1,"Sex Discrimination Ordinance (Cap. 480), Part 3, Sec. 11",98,7,0
Hungary,HUN,HUN,High income: OECD,High income,2015,Yes,1,"Act on Equal Treatment and the Promotion of Equal Opportunities, Secs. 1-3, 8 and 21",168,7,225
Hungary,HUN,HUN,High income: OECD,High income,2016,Yes,1,"Act on Equal Treatment and the Promotion of Equal Opportunities, Secs. 1-3, 8 and 21",168,7,225
Hungary,HUN,HUN,High income: OECD,High income,2017,Yes,1,"Act on Equal Treatment and the Promotion of Equal Opportunities, Secs. 1-3, 8 and 21",168,7,225
Hungary,HUN,HUN,High income: OECD,High income,2018,Yes,1,"Act on Equal Treatment and the Promotion of Equal Opportunities, Secs. 1-3, 8 and 21",168,7,225
Hungary,HUN,HUN,High income: OECD,High income,2019,Yes,1,"Act on Equal Treatment and the Promotion of Equal Opportunities, Secs. 1-3, 8 and 21",168,7,225
Hungary,HUN,HUN,High income: OECD,High income,2020,Yes,1,"Act on Equal Treatment and the Promotion of Equal Opportunities, Secs. 1-3, 8 and 21",168,7,225
Hungary,HUN,HUN,High income: OECD,High income,2021,Yes,1,"Act on Equal Treatment and the Promotion of Equal Opportunities, Secs. 1-3, 8 and 21",168,7,225
Hungary,HUN,HUN,High income: OECD,High income,2022,Yes,1,"Act on Equal Treatment and the Promotion of Equal Opportunities, Secs. 1-3, 8 and 21",168,7,225
Hungary,HUN,HUN,High income: OECD,High income,2023,Yes,1,"Act on Equal Treatment and the Promotion of Equal Opportunities, Secs. 1-3, 8 and 21",168,7,225
Hungary,HUN,HUN,High income: OECD,High income,2024,Yes,1,"Act on Equal Treatment and the Promotion of Equal Opportunities, Secs. 1-3, 8 and 21",168,14,225
Iceland,ISL,ISL,High income: OECD,High income,2015,Yes,1,"Act on Equal Status and Equal Rights of Women and Men of 2008, Art. 24",90,90,90
Iceland,ISL,ISL,High income: OECD,High income,2016,Yes,1,"Act on Equal Status and Equal Rights of Women and Men of 2008, Art. 24",90,90,90
Iceland,ISL,ISL,High income: OECD,High income,2017,Yes,1,"Act on Equal Status and Equal Rights of Women and Men of 2008, Art. 24",90,90,90
Iceland,ISL,ISL,High income: OECD,High income,2018,Yes,1,"Act on Equal Status and Equal Rights of Women and Men of 2008, Art. 24",90,90,90
Iceland,ISL,ISL,High income: OECD,High income,2019,Yes,1,"Act on Equal Status and Equal Rights of Women and Men of 2008, Art. 24",90,90,90
Iceland,ISL,ISL,High income: OECD,High income,2020,Yes,1,"Act on Equal Status and Equal Rights of Women and Men of 2008, Art. 24",90,90,90
Iceland,ISL,ISL,High income: OECD,High income,2021,Yes,1,"Act on Equal Status and Equal Rights Irrespective of Gender, Arts. 18 and 19",120,120,60
Iceland,ISL,ISL,High income: OECD,High income,2022,Yes,1,"Act on Equal Status and Equal Rights Irrespective of Gender, Arts. 18 and 19",180,180,0
Iceland,ISL,ISL,High income: OECD,High income,2023,Yes,1,"Act on Equal Status and Equal Rights Irrespective of Gender, Arts. 18 and 19",180,180,0
Iceland,ISL,ISL,High income: OECD,High income,2024,Yes,1,"Act on Equal Status and Equal Rights Irrespective of Gender, Arts. 18 and 19",180,180,0
India,IND,IND,South Asia,Lower middle income,2015,Yes,1,"Equal Remuneration Act, Sec. 5",84,0,0
India,IND,IND,South Asia,Lower middle income,2016,Yes,1,"Equal Remuneration Act, Sec. 5",84,0,0
India,IND,IND,South Asia,Lower middle income,2017,Yes,1,"Equal Remuneration Act, Sec. 5",84,0,0
India,IND,IND,South Asia,Lower middle income,2018,Yes,1,"Equal Remuneration Act, Sec. 5",182,0,0
India,IND,IND,South Asia,Lower middle income,2019,Yes,1,"Maharashtra Shops and Establishments (Regulation of Employment and Conditions of Service) Act 2017, Sec. 13",182,0,0
India,IND,IND,South Asia,Lower middle income,2020,Yes,1,"Maharashtra Shops and Establishments (Regulation of Employment and Conditions of Service) Act 2017, Sec. 13",182,0,0
India,IND,IND,South Asia,Lower middle income,2021,Yes,1,"Maharashtra Shops and Establishments (Regulation of Employment and Conditions of Service) Act 2017, Sec. 13",182,0,0
India,IND,IND,South Asia,Lower middle income,2022,Yes,1,"Maharashtra Shops and Establishments (Regulation of Employment and Conditions of Service) Act 2017, Sec. 13",182,0,0
India,IND,IND,South Asia,Lower middle income,2023,Yes,1,"Maharashtra Shops and Establishments (Regulation of Employment and Conditions of Service) Act 2017, Sec. 13",182,0,0
India,IND,IND,South Asia,Lower middle income,2024,Yes,1,"Maharashtra Shops and Establishments (Regulation of Employment and Conditions of Service) Act 2017, Sec. 13",182,0,0
Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2015,Yes,1,"Law No. 13/2003, Arts. 5 and 6",90,2,0
Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2016,Yes,1,"Law No. 13/2003, Arts. 5 and 6",90,2,0
Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2017,Yes,1,"Law No. 13/2003, Arts. 5 and 6",90,2,0
Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2018,Yes,1,"Law No. 13/2003, Arts. 5 and 6",90,2,0
Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2019,Yes,1,"Law No. 13/2003, Arts. 5 and 6",90,2,0
Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2020,Yes,1,"Law No. 13/2003, Arts. 5 and 6",90,2,0
Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2021,Yes,1,"Law No. 13/2003, Arts. 5 and 6",90,2,0
Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2022,Yes,1,"Law No. 13/2003, Arts. 5 and 6",90,2,0
Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2023,Yes,1,"Law No. 13/2003, Arts. 5 and 6",90,2,0
Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2024,Yes,1,"Law No. 13/2003, Arts. 5 and 6",90,2,0
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Lower middle income,2015,No,0,No applicable provisions could be located,180,14,0
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Lower middle income,2016,No,0,No applicable provisions could be located,180,14,0
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Lower middle income,2017,No,0,No applicable provisions could be located,180,14,0
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Lower middle income,2018,No,0,No applicable provisions could be located,180,14,0
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Lower middle income,2019,No,0,No applicable provisions could be located,180,14,0
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Lower middle income,2020,No,0,No applicable provisions could be located,180,14,0
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Lower middle income,2021,No,0,No applicable provisions could be located,180,14,0
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Lower middle income,2022,No,0,No applicable provisions could be located,180,14,0
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Lower middle income,2023,No,0,No applicable provisions could be located,180,14,0
"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Lower middle income,2024,No,0,No applicable provisions could be located,270,14,0
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2015,Yes,1,"Labor Law, Art. 2",72,0,0
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2016,Yes,1,"Labor Law, Art. 2",72,0,0
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2017,Yes,1,"Labor Law of 2015, Arts. 1, 8 and 11",98,0,0
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2018,Yes,1,"Labor Law of 2015, Arts. 1, 8 and 11",98,0,0
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2019,Yes,1,"Labor Law of 2015, Arts. 1, 8 and 11",98,0,0
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2020,Yes,1,"Labor Law of 2015, Arts. 1, 8 and 11",98,0,0
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2021,Yes,1,"Labor Law of 2015, Arts. 1, 8 and 11",98,0,0
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2022,Yes,1,"Labor Law of 2015, Arts. 1, 8 and 11",98,0,0
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2023,Yes,1,"Labor Law No. 73 of 2015, Arts. 1, 8 and 11",98,0,0
Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2024,Yes,1,"Labor Law No. 73 of 2015, Arts. 1, 8 and 11",98,0,0
Ireland,IRL,IRL,High income: OECD,High income,2015,Yes,1,"Employment Equality Act 1998, Secs. 2, 6, 8 and 22",182,0,0
Ireland,IRL,IRL,High income: OECD,High income,2016,Yes,1,"Employment Equality Act 1998, Secs. 2, 6, 8 and 22",182,0,0
Ireland,IRL,IRL,High income: OECD,High income,2017,Yes,1,"Employment Equality Act 1998, Secs. 2, 6, 8 and 22",182,0,0
Ireland,IRL,IRL,High income: OECD,High income,2018,Yes,1,"Employment Equality Act 1998, Secs. 2, 6, 8 and 22",182,14,0
Ireland,IRL,IRL,High income: OECD,High income,2019,Yes,1,"Employment Equality Act 1998, Secs. 2, 6, 8 and 22",182,14,0
Ireland,IRL,IRL,High income: OECD,High income,2020,Yes,1,"Employment Equality Act 1998, Secs. 2, 6, 8 and 22",182,14,0
Ireland,IRL,IRL,High income: OECD,High income,2021,Yes,1,"Employment Equality Act 1998, Secs. 2, 6, 8 and 22",182,14,0
